comments_count,replies_count,both_count,sentence_count,word_count,basic_emotions,basic emotions_fear,basic_emotions_anger,basic_emotions_sadness,basic_emotions_joy,basic_emotions_surprise_interest,basic_emotions_disgust,emotions_of_social_evaluation,emotions_of_social_evaluation_contempt,emotions_of_social_evaluation_shame,emotions_of_social_evaluation_guilt,emotions_of_social_evaluation_embarrassment,emotions_of_social_evaluation_pride,emotions_of_social_evaluation_envy,state,state_excited,state_rest,state_estimate,state_process_execution,target
210,235,445,386,3941,49,3,4,11,12,7,12,14,6,3,5,0,0,0,30,3,25,0,2,2
449,424,873,705,5514,110,4,7,48,31,4,16,0,0,0,0,0,0,0,42,6,32,1,3,1
64,21,85,89,781,13,0,0,2,5,1,5,0,0,0,0,0,0,0,8,2,6,0,0,2
11432,6759,18191,19282,151336,4061,191,140,456,1574,405,1295,84,7,29,12,25,3,8,1376,105,1083,6,182,1
35,6,41,58,586,14,0,1,6,2,3,2,0,0,0,0,0,0,0,8,2,6,0,0,2
226,185,411,521,5560,73,4,3,3,14,13,36,6,1,1,4,0,0,0,59,6,51,1,1,2
1191,1591,2782,2613,29488,489,50,59,70,100,54,156,44,19,7,7,6,4,1,246,44,187,0,15,2
277,215,492,317,2429,56,0,0,6,43,5,2,0,0,0,0,0,0,0,12,0,11,1,0,1
74,31,105,103,768,11,0,0,4,6,0,1,0,0,0,0,0,0,0,8,0,7,1,0,1
59,62,121,111,1017,12,2,1,1,0,1,7,3,2,1,0,0,0,0,14,2,11,0,1,2
69,9,78,85,668,7,0,0,1,4,1,1,0,0,0,0,0,0,0,10,5,5,0,0,1
21,0,21,37,327,9,0,0,2,1,5,1,0,0,0,0,0,0,0,2,0,2,0,0,1
10,0,10,12,98,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,0,5,5,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2
285,297,582,632,7769,132,14,7,25,23,19,44,21,9,6,3,1,1,1,52,9,42,0,1,2
105,43,148,235,3154,47,5,1,4,7,7,23,2,0,0,1,1,0,0,33,7,21,0,5,2
15,0,15,17,201,6,0,2,0,2,1,1,0,0,0,0,0,0,0,3,1,2,0,0,2
257,342,599,485,6570,92,4,9,13,11,8,47,4,0,1,0,2,0,1,39,2,34,0,3,2
78,6,84,126,1213,25,2,1,2,9,3,8,2,0,0,2,0,0,0,11,2,8,0,1,2
96,21,117,154,1247,26,3,0,3,8,7,5,2,0,0,0,0,0,2,8,0,5,0,3,2
1336,2212,3548,2202,23222,398,37,35,61,87,54,124,25,7,5,4,2,4,3,184,33,140,1,10,2
55,5,60,128,2024,30,0,3,4,3,4,16,0,0,0,0,0,0,0,11,2,7,0,2,2
62,126,188,174,2014,40,5,0,3,10,2,20,1,0,1,0,0,0,0,16,6,10,0,0,2
388,448,836,953,10128,200,11,19,28,39,36,67,23,8,6,1,0,5,3,87,14,67,0,6,2
509,254,763,805,7155,117,6,8,17,48,9,29,5,0,2,0,1,0,2,60,3,50,1,6,1
85,6,91,85,678,12,1,0,1,4,2,4,0,0,0,0,0,0,0,6,0,6,0,0,1
109,4,113,160,1061,23,0,0,2,15,4,2,1,0,0,0,0,0,1,20,2,14,0,4,1
268,271,539,613,6674,120,15,6,25,28,8,38,1,0,0,0,1,0,0,64,6,52,0,6,0
34,21,55,143,2342,29,0,2,1,7,5,14,0,0,0,0,0,0,0,21,1,17,0,3,2
10,7,17,60,404,10,0,1,1,3,0,5,0,0,0,0,0,0,0,5,0,5,0,0,2
24,6,30,61,821,17,1,1,4,1,2,8,0,0,0,0,0,0,0,9,0,3,0,6,2
404,393,797,632,6612,89,5,11,15,15,11,32,8,5,0,2,1,0,0,66,6,59,0,1,2
115,69,184,291,2895,61,11,4,10,6,3,27,7,2,1,2,0,1,1,23,2,19,0,2,2
1266,304,1570,2397,22731,546,8,23,120,254,51,90,18,6,8,0,4,0,0,173,23,131,1,18,1
1032,627,1659,1994,18747,313,30,28,47,80,61,67,35,10,7,3,2,12,1,171,24,140,0,7,2
563,304,867,844,5899,139,2,8,18,66,33,12,4,0,1,1,1,1,0,32,5,23,0,4,1
11,12,23,21,235,2,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,5,0,0,2
75,10,85,112,1070,19,0,3,1,8,2,5,0,0,0,0,0,0,0,9,2,7,0,0,2
293,363,656,653,7501,154,5,18,28,42,26,35,4,0,1,1,0,1,1,86,20,62,0,4,2
45,8,53,69,651,19,2,3,3,2,2,7,1,0,1,0,0,0,0,3,0,2,0,1,2
398,611,1009,960,12587,200,22,18,10,59,13,78,11,7,0,0,1,3,0,69,4,61,0,4,2
505,417,922,964,9530,162,18,21,23,29,24,47,19,7,4,5,0,3,0,101,23,77,1,0,2
114,124,238,166,1854,42,1,7,9,13,7,5,4,2,1,0,0,0,1,20,4,16,0,0,2
2451,256,2707,3737,22175,537,15,13,56,281,54,118,25,8,1,7,1,7,1,152,14,120,0,18,0
82,6,88,105,876,19,0,1,3,8,4,3,0,0,0,0,0,0,0,6,0,6,0,0,1
605,462,1067,1151,10811,280,85,5,23,51,73,43,15,4,2,4,2,2,1,74,5,68,0,1,2
11,0,11,22,158,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1753,911,2664,3002,26856,448,9,22,104,180,79,54,21,7,0,9,2,3,0,200,34,148,1,17,1
31,65,96,75,735,5,0,0,1,1,2,1,0,0,0,0,0,0,0,5,0,5,0,0,1
26,0,26,24,343,4,0,2,0,2,0,0,0,0,0,0,0,0,0,7,5,2,0,0,1
463,354,817,893,9215,119,13,8,16,35,5,42,20,1,3,3,1,8,4,76,9,62,0,5,2
938,255,1193,1621,11699,213,2,9,19,131,14,38,2,0,0,0,0,1,1,110,2,96,1,11,1
386,160,546,651,4877,96,4,8,15,50,5,14,2,0,0,0,2,0,0,44,2,37,1,4,1
423,251,674,821,7031,114,10,20,20,24,8,32,11,5,0,1,0,5,0,58,11,44,0,3,2
70,0,70,114,1113,31,6,2,9,9,3,2,1,0,0,0,1,0,0,10,4,5,1,0,2
38,0,38,54,432,5,1,0,0,3,0,1,1,0,1,0,0,0,0,4,1,3,0,0,0
83,23,106,112,851,14,0,0,4,8,1,1,2,0,2,0,0,0,0,11,0,11,0,0,1
504,394,898,596,4364,189,0,11,132,32,4,10,0,0,0,0,0,0,0,50,1,48,0,1,1
682,400,1082,1243,8250,256,6,2,74,152,12,10,2,0,2,0,0,0,0,87,13,64,0,10,1
28,0,28,34,250,4,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
83,0,83,115,795,21,1,1,0,11,6,2,0,0,0,0,0,0,0,7,0,5,0,2,1
745,193,938,833,5916,144,5,0,6,109,15,9,1,0,0,0,1,0,0,23,2,17,0,4,1
12,10,22,29,449,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
309,400,709,671,7305,115,9,17,16,29,17,27,8,3,0,2,0,0,3,64,21,40,1,2,2
45,0,45,54,381,9,0,0,1,6,2,0,0,0,0,0,0,0,0,5,2,3,0,0,1
325,398,723,737,8776,120,7,14,20,24,12,43,14,4,1,6,0,3,0,42,1,39,1,1,2
22,10,32,34,297,8,2,0,2,1,1,2,0,0,0,0,0,0,0,1,0,1,0,0,2
129,90,219,238,2745,45,6,4,5,9,10,11,6,4,0,0,0,1,1,19,0,17,0,2,2
59,23,82,107,867,13,3,2,1,3,1,3,0,0,0,0,0,0,0,9,1,8,0,0,2
537,411,948,823,8322,152,8,18,40,48,19,19,9,3,0,2,0,1,3,81,5,73,0,3,2
72,16,88,154,1682,25,0,1,3,7,4,10,0,0,0,0,0,0,0,10,2,8,0,0,1
46,29,75,67,749,8,0,2,1,3,0,2,7,2,2,1,2,0,0,4,2,2,0,0,2
197,117,314,478,5373,60,0,8,8,10,9,25,3,0,1,1,0,1,0,43,8,35,0,0,0
89,147,236,274,2733,40,3,6,7,4,5,15,2,0,0,0,0,2,0,29,4,23,0,2,2
43,0,43,55,471,11,0,0,0,3,2,6,0,0,0,0,0,0,0,2,0,2,0,0,1
138,97,235,277,2322,41,4,5,3,11,3,15,3,1,0,1,0,0,1,28,4,24,0,0,2
23,0,23,38,283,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
487,555,1042,1346,16034,263,26,22,47,55,24,89,30,14,8,3,1,4,0,113,8,98,0,7,2
33,9,42,60,710,9,0,0,1,6,0,2,1,0,0,0,0,1,0,8,0,6,0,2,1
58,105,163,88,966,13,4,1,2,2,0,4,2,1,0,0,0,1,0,10,4,6,0,0,2
87,22,109,154,1314,20,2,2,1,6,3,6,0,0,0,0,0,0,0,12,0,12,0,0,0
204,338,542,588,7978,124,6,18,26,23,24,27,12,5,0,2,1,1,3,52,6,44,0,2,2
14730,6713,21443,27886,312678,4341,189,376,678,1392,745,961,220,52,41,38,44,32,13,2174,234,1765,4,171,0
48,13,61,69,714,9,0,1,4,3,1,0,0,0,0,0,0,0,0,6,2,4,0,0,2
1115,509,1624,1306,9536,222,1,3,10,167,14,27,0,0,0,0,0,0,0,104,4,79,0,21,1
37,0,37,100,1246,27,0,0,11,5,0,11,0,0,0,0,0,0,0,13,6,5,0,2,2
686,480,1166,1300,13265,241,16,25,47,59,32,62,25,9,10,3,0,2,1,152,21,122,1,8,2
54,7,61,304,2834,57,9,9,8,7,0,24,16,10,4,2,0,0,0,20,4,16,0,0,2
122,37,159,263,2299,38,0,3,3,13,4,15,6,6,0,0,0,0,0,18,0,17,0,1,2
360,101,461,602,4326,76,3,3,5,37,12,16,2,0,1,0,1,0,0,37,7,19,0,11,1
226,194,420,394,3249,57,7,7,9,15,2,17,4,0,1,2,0,1,0,34,1,33,0,0,2
14,0,14,14,190,3,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,2,0,0,2
19,22,41,71,1412,22,0,0,0,4,3,15,0,0,0,0,0,0,0,8,0,5,0,3,2
76,65,141,198,2068,27,1,2,5,13,0,6,1,0,0,0,0,1,0,15,5,9,0,1,2
807,38,845,1437,10474,396,4,0,7,347,1,37,0,0,0,0,0,0,0,178,1,176,0,1,1
1431,294,1725,2401,19148,357,17,15,56,158,42,69,39,2,8,3,8,15,3,159,12,142,0,5,0
395,479,874,814,8387,126,10,10,12,26,21,47,13,1,3,4,4,1,0,70,6,60,0,4,2
21,13,34,27,369,13,1,0,2,2,0,8,0,0,0,0,0,0,0,2,0,2,0,0,2
278,80,358,309,2512,71,0,2,6,53,8,2,1,0,0,1,0,0,0,23,3,16,0,4,1
17,0,17,23,252,10,0,0,1,3,5,1,0,0,0,0,0,0,0,1,0,1,0,0,1
779,301,1080,1066,6676,94,0,4,1,73,4,12,0,0,0,0,0,0,0,49,0,40,1,8,1
1386,571,1957,2221,19225,329,5,18,38,161,54,53,17,0,0,4,4,5,4,181,12,155,0,14,1
6,40,46,29,519,5,0,0,2,2,0,1,0,0,0,0,0,0,0,3,0,3,0,0,2
66,22,88,160,2354,34,4,2,6,5,2,15,1,0,1,0,0,0,0,14,0,10,0,4,2
44,27,71,111,1255,14,1,0,0,4,1,8,0,0,0,0,0,0,0,10,2,6,0,2,2
270,99,369,411,3866,54,3,9,4,12,4,22,7,3,2,2,0,0,0,32,13,15,0,4,2
16,0,16,20,125,6,0,0,0,5,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
116,9,125,164,988,20,0,0,3,12,3,2,0,0,0,0,0,0,0,8,0,7,0,1,1
23,24,47,81,1059,14,0,2,6,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2
229,172,401,429,3858,56,6,4,5,17,11,13,9,0,1,0,1,5,2,38,7,31,0,0,2
16,0,16,35,333,3,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,2,0,0,1
29,0,29,50,553,8,0,0,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
591,256,847,1007,6997,138,3,4,26,81,8,16,2,0,0,0,1,0,1,95,8,78,1,8,1
305,293,598,729,7774,130,10,12,17,30,16,45,9,5,2,0,0,2,0,62,13,44,0,5,2
766,274,1040,1463,11742,177,6,11,13,109,17,21,1,1,0,0,0,0,0,116,6,98,3,9,1
564,283,847,779,5730,249,9,14,9,42,133,42,4,2,1,0,0,0,1,72,13,55,0,4,1
23,0,23,50,714,7,2,0,0,1,0,4,0,0,0,0,0,0,0,5,0,5,0,0,2
13,21,34,39,458,5,0,0,4,0,0,1,4,4,0,0,0,0,0,1,0,1,0,0,2
12,0,12,19,172,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
149,285,434,267,3228,37,2,1,9,12,2,11,4,1,0,1,1,1,0,26,3,23,0,0,2
86,32,118,182,2397,58,4,1,18,12,7,16,2,0,0,0,0,1,1,27,5,20,0,2,2
622,197,819,1127,8517,150,1,9,20,85,19,16,1,0,0,0,0,1,0,104,14,83,0,7,1
21,0,21,55,828,14,2,0,3,2,0,7,0,0,0,0,0,0,0,4,0,4,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55,35,90,143,2009,27,0,0,2,5,3,17,0,0,0,0,0,0,0,12,2,8,0,2,2
86,0,86,119,709,19,2,0,3,9,1,4,0,0,0,0,0,0,0,5,0,4,0,1,1
151,102,253,233,1913,46,1,3,4,20,11,7,0,0,0,0,0,0,0,16,0,15,0,1,2
156,348,504,285,4633,61,2,1,7,11,4,36,1,0,0,0,0,0,1,34,2,28,0,4,2
84,74,158,236,2875,59,6,9,12,14,8,10,3,0,2,1,0,0,0,26,4,22,0,0,2
10308,5620,15928,17726,157172,3220,513,382,646,799,299,581,445,110,156,60,21,91,7,1408,250,1118,2,38,0
7,0,7,10,103,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
294,12,306,574,4736,199,3,5,5,164,4,18,2,2,0,0,0,0,0,78,2,71,0,5,1
236,320,556,739,6052,118,21,14,24,17,5,37,14,5,4,3,0,2,0,50,5,44,0,1,2
235,36,271,267,2248,57,0,4,3,25,18,7,0,0,0,0,0,0,0,30,4,23,3,0,1
334,113,447,581,5031,101,7,6,22,38,7,21,4,1,0,0,0,2,1,65,10,52,0,3,2
583,318,901,992,7156,121,3,1,23,75,7,12,4,0,0,0,2,1,1,89,8,67,2,12,1
95,46,141,139,1393,23,3,6,2,3,2,7,3,2,0,1,0,0,0,19,6,13,0,0,2
748,455,1203,766,7363,67,1,3,24,22,0,17,1,0,1,0,0,0,0,29,4,24,0,1,1
166,43,209,161,1176,17,1,0,1,15,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1
85,24,109,172,2106,45,4,4,8,17,7,5,1,0,0,0,1,0,0,7,1,5,1,0,1
132,61,193,280,2913,43,2,0,5,10,14,12,2,0,0,0,1,1,0,21,3,18,0,0,2
133,63,196,227,2166,37,3,1,4,14,1,14,1,1,0,0,0,0,0,20,4,15,0,1,2
105,57,162,200,2589,40,0,4,1,7,7,21,2,1,0,0,1,0,0,23,4,16,0,3,2
1261,1725,2986,2095,20324,256,27,28,29,88,18,66,18,3,4,5,0,1,5,194,18,164,1,11,0
8,0,8,10,70,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
197,129,326,410,5861,73,6,4,7,18,8,30,4,0,0,0,4,0,0,48,0,39,3,6,1
63,21,84,92,784,17,1,2,5,4,2,3,0,0,0,0,0,0,0,3,0,2,0,1,1
11,23,34,45,582,12,2,1,1,1,6,1,1,0,0,1,0,0,0,5,0,5,0,0,0
35,0,35,101,1117,6,0,0,0,2,2,2,3,2,0,0,1,0,0,11,1,10,0,0,1
505,353,858,910,7554,166,7,14,51,65,11,18,6,2,0,2,1,0,1,81,3,61,5,12,1
85,25,110,100,994,20,4,1,4,1,6,4,1,1,0,0,0,0,0,6,1,5,0,0,2
107,11,118,117,1038,26,2,0,11,12,0,1,0,0,0,0,0,0,0,4,0,4,0,0,1
18,0,18,32,280,9,0,0,2,1,1,5,0,0,0,0,0,0,0,4,0,4,0,0,2
450,276,726,1003,11448,187,16,21,33,43,21,53,9,3,1,1,2,2,0,69,4,62,1,2,2
913,629,1542,2269,26433,494,31,84,107,81,36,155,13,6,4,2,0,0,1,240,24,198,2,16,1
1539,711,2250,2460,16633,297,4,4,27,204,36,22,2,0,0,0,0,0,2,154,12,125,1,16,1
73,6,79,95,708,18,0,1,3,6,5,3,0,0,0,0,0,0,0,2,0,2,0,0,1
2259,2758,5017,4390,49198,755,76,84,133,169,61,232,53,24,12,9,5,2,1,446,71,347,1,27,2
1360,589,1949,2464,21548,376,19,33,36,151,48,89,14,0,1,2,11,0,0,142,25,96,3,18,1
970,338,1308,1589,11529,287,20,7,44,158,18,40,3,1,0,0,1,0,1,118,9,89,0,20,1
124,34,158,204,1649,32,1,0,3,19,5,4,4,2,0,0,0,0,2,15,2,11,0,2,1
258,108,366,291,1949,37,0,2,7,19,6,3,1,0,0,0,0,0,1,26,2,21,0,3,1
20,0,20,27,281,8,0,2,0,4,0,2,0,0,0,0,0,0,0,3,0,2,0,1,2
86,46,132,278,2661,33,4,2,10,8,3,6,4,3,0,0,0,0,1,36,4,30,0,2,2
105,21,126,149,1085,21,1,0,0,16,1,3,0,0,0,0,0,0,0,8,0,5,0,3,1
35,0,35,214,2113,21,0,0,4,2,0,15,3,1,1,1,0,0,0,16,0,16,0,0,2
656,221,877,766,5589,109,1,5,3,93,3,4,0,0,0,0,0,0,0,30,0,27,0,3,1
90,84,174,214,2562,27,1,1,8,8,3,6,4,0,2,1,0,0,1,24,3,19,0,2,2
65,191,256,132,979,23,1,0,2,13,4,3,1,0,0,1,0,0,0,8,0,8,0,0,2
145,6,151,243,1432,36,0,1,3,20,9,3,0,0,0,0,0,0,0,3,0,2,1,0,1
58,0,58,76,569,9,1,0,1,6,0,1,0,0,0,0,0,0,0,6,0,6,0,0,1
18,0,18,24,171,3,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
218,175,393,467,4958,81,8,6,18,14,7,28,18,7,2,0,2,6,1,39,6,32,0,1,2
457,43,500,979,8725,279,12,14,48,164,12,29,13,9,0,2,1,0,1,164,18,136,0,10,1
33,0,33,38,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1
30,0,30,43,363,8,0,0,0,6,2,0,0,0,0,0,0,0,0,3,0,3,0,0,1
94,30,124,219,2822,39,1,3,8,2,6,19,1,0,1,0,0,0,0,13,0,11,0,2,2
29,0,29,80,1668,23,1,0,0,4,2,16,0,0,0,0,0,0,0,12,0,9,0,3,2
214,222,436,525,5947,76,6,5,18,18,8,21,10,5,0,0,0,5,0,54,3,48,0,3,2
434,516,950,881,11856,153,12,10,19,43,11,58,27,4,5,1,1,15,1,77,11,61,0,5,2
23,0,23,37,338,8,1,1,4,1,0,1,0,0,0,0,0,0,0,4,2,2,0,0,1
55,6,61,59,525,9,0,0,0,5,3,1,0,0,0,0,0,0,0,7,1,6,0,0,1
164,81,245,248,2341,34,4,4,6,6,4,10,3,0,2,0,0,1,0,11,2,9,0,0,2
108,1,109,102,896,18,3,0,2,11,2,0,0,0,0,0,0,0,0,8,4,4,0,0,1
204,114,318,296,1881,44,1,0,8,28,6,1,2,0,1,0,0,0,1,23,7,10,1,5,1
24,16,40,194,3234,37,3,2,2,8,5,17,1,0,0,0,0,0,1,20,1,16,0,3,2
363,522,885,1007,10904,174,13,7,32,40,30,52,20,0,5,2,1,8,4,106,24,79,0,3,2
276,20,296,580,4054,105,0,1,9,73,14,8,5,0,0,1,0,3,1,63,7,45,0,11,1
13,7,20,35,192,7,0,0,5,1,1,0,0,0,0,0,0,0,0,5,0,3,0,2,1
112,139,251,255,2646,42,1,6,9,7,6,13,6,0,0,1,0,0,5,19,8,9,0,2,2
63,0,63,79,899,20,3,1,5,6,1,4,0,0,0,0,0,0,0,8,0,8,0,0,2
14,0,14,77,968,19,2,0,13,0,0,4,4,0,0,4,0,0,0,6,0,3,0,3,2
17,0,17,22,113,5,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,27,60,94,458,15,1,2,2,6,0,4,0,0,0,0,0,0,0,4,0,4,0,0,2
25,29,54,41,294,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
58,34,92,77,558,13,1,4,1,2,4,1,0,0,0,0,0,0,0,4,2,2,0,0,1
99,145,244,231,3021,51,3,5,5,11,5,22,17,14,0,1,2,0,0,19,4,12,0,3,2
39,64,103,86,784,8,0,0,2,1,1,4,0,0,0,0,0,0,0,5,0,5,0,0,2
379,306,685,687,6643,112,15,13,35,14,5,30,7,6,0,1,0,0,0,66,6,59,0,1,2
243,156,399,370,3236,67,6,9,11,15,8,18,2,0,0,1,0,1,0,32,1,31,0,0,2
141,157,298,263,2631,46,1,1,8,18,8,10,2,2,0,0,0,0,0,18,3,14,0,1,1
155,17,172,214,1250,37,0,2,5,18,8,4,0,0,0,0,0,0,0,11,0,11,0,0,1
15,0,15,29,292,7,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
43,10,53,71,561,6,0,0,2,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,1
72,27,99,163,1405,28,0,0,3,13,11,1,0,0,0,0,0,0,0,9,5,4,0,0,1
837,249,1086,1417,10731,209,3,5,10,138,28,25,3,2,0,1,0,0,0,155,8,127,1,19,1
2380,582,2962,4167,40374,586,87,34,100,170,66,129,41,16,5,12,3,4,1,452,14,420,2,16,0
193,528,721,518,3453,65,7,8,8,20,6,16,3,2,0,0,0,0,1,30,4,25,0,1,2
46,0,46,71,402,16,0,0,0,9,6,1,0,0,0,0,0,0,0,8,0,8,0,0,1
8,0,8,51,1263,17,0,0,0,2,2,13,0,0,0,0,0,0,0,7,0,5,0,2,2
53,8,61,79,566,8,1,0,0,6,0,1,0,0,0,0,0,0,0,2,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
808,757,1565,1360,13454,284,22,20,64,71,16,91,27,5,14,4,0,3,1,121,33,84,0,4,2
49,0,49,164,2184,27,2,4,1,7,4,9,2,1,0,1,0,0,0,20,3,17,0,0,2
15261,5728,20989,21865,185349,3325,218,155,667,1202,469,614,150,18,47,20,18,39,8,1260,206,948,4,102,0
563,133,696,641,8081,108,0,2,75,26,0,5,0,0,0,0,0,0,0,50,0,48,0,2,1
40252,19019,59271,62287,521725,9298,1066,611,1655,2312,1668,1986,792,106,207,182,46,127,124,5697,737,4740,11,209,0
16,0,16,40,205,8,0,0,0,2,4,2,0,0,0,0,0,0,0,1,0,1,0,0,1
7,12,19,21,256,3,0,0,0,0,2,1,2,0,0,0,1,0,1,2,0,2,0,0,1
31,0,31,44,369,10,1,0,1,6,1,1,0,0,0,0,0,0,0,5,2,3,0,0,1
23,0,23,58,502,10,2,0,2,2,3,1,0,0,0,0,0,0,0,5,2,3,0,0,1
25,0,25,55,388,5,2,1,0,0,0,2,0,0,0,0,0,0,0,5,0,5,0,0,2
152,31,183,228,1721,44,4,1,11,18,1,9,6,4,2,0,0,0,0,17,4,13,0,0,1
16,0,16,100,700,15,1,4,4,0,1,5,0,0,0,0,0,0,0,6,1,3,0,2,2
207,146,353,279,2637,52,11,8,3,16,2,12,1,0,1,0,0,0,0,20,4,16,0,0,2
874,383,1257,1522,12632,206,4,7,16,138,11,30,7,3,0,1,0,0,3,132,8,108,1,15,1
133,161,294,210,2057,24,0,1,8,5,1,9,19,0,1,0,0,17,1,20,3,16,0,1,2
214,496,710,399,4404,75,8,11,17,16,4,19,7,4,0,2,0,0,1,46,9,34,0,3,2
38,45,83,94,1130,13,0,2,0,7,3,1,0,0,0,0,0,0,0,12,1,11,0,0,2
515,524,1039,1014,10534,171,23,11,26,33,27,51,20,4,5,3,3,3,2,102,25,69,1,7,2
468,130,598,861,5989,83,4,2,10,56,5,6,0,0,0,0,0,0,0,64,5,50,1,8,1
24,32,56,115,936,16,1,0,3,1,0,11,4,1,1,1,0,1,0,6,4,2,0,0,2
358,340,698,616,6043,151,10,28,17,37,18,41,7,3,3,0,1,0,0,35,9,25,0,1,2
431,385,816,629,4909,67,3,5,9,32,14,4,0,0,0,0,0,0,0,32,2,27,0,3,1
208,209,417,363,3133,75,8,12,11,13,2,29,4,1,2,0,1,0,0,13,4,8,0,1,2
456,308,764,834,9963,147,12,6,51,16,14,48,8,1,0,4,1,0,2,70,4,63,0,3,2
823,31,854,1501,11139,468,2,0,10,396,15,45,3,0,1,0,0,1,1,180,5,169,0,6,1
553,224,777,936,7021,105,3,1,13,61,8,19,2,0,0,0,0,0,2,65,4,50,1,10,1
51,13,64,83,858,23,4,2,5,10,2,0,2,0,2,0,0,0,0,7,0,7,0,0,2
818,243,1061,1457,10503,237,6,3,36,135,28,29,5,0,0,1,2,0,2,129,11,109,1,8,1
436,262,698,520,3895,39,0,1,1,30,3,4,0,0,0,0,0,0,0,30,0,29,0,1,1
93,39,132,303,3569,54,3,5,9,11,4,22,1,0,1,0,0,0,0,24,7,16,1,0,2
232,193,425,387,3685,49,5,3,3,25,3,10,2,0,1,0,0,1,0,32,2,26,1,3,0
181,299,480,315,2783,39,3,4,5,11,11,5,3,1,2,0,0,0,0,20,6,13,0,1,2
27,0,27,37,257,8,0,2,0,4,1,1,0,0,0,0,0,0,0,2,1,1,0,0,1
50,35,85,98,1095,10,0,2,2,3,2,1,0,0,0,0,0,0,0,6,0,5,0,1,2
62,7,69,116,1098,24,1,2,4,3,0,14,6,6,0,0,0,0,0,8,0,7,0,1,2
30,6,36,175,2751,42,2,3,10,3,2,22,6,0,2,3,1,0,0,16,0,12,0,4,2
60,9,69,68,572,7,0,0,0,7,0,0,0,0,0,0,0,0,0,7,2,5,0,0,1
17,16,33,35,307,5,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2
1166,993,2159,2039,20824,314,13,20,31,126,56,68,13,0,0,11,1,1,0,125,10,108,1,6,1
50,15,65,81,532,9,0,0,1,8,0,0,0,0,0,0,0,0,0,3,0,3,0,0,1
81,49,130,159,2041,37,3,4,8,10,1,11,2,0,1,1,0,0,0,16,0,16,0,0,2
2469,1888,4357,3433,31233,736,146,60,146,141,48,195,14,4,3,0,5,1,1,418,49,354,3,12,2
11,7,18,21,219,4,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,2
73,34,107,164,1873,35,0,2,3,5,4,21,7,2,3,2,0,0,0,20,2,16,0,2,2
19,0,19,17,125,3,0,0,1,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,1
220,42,262,275,2383,51,0,6,3,23,7,12,0,0,0,0,0,0,0,36,2,31,0,3,1
1006,369,1375,1778,15810,396,22,13,143,108,41,69,15,1,3,4,1,5,1,102,15,82,0,5,0
680,65,745,826,7642,89,2,6,26,44,4,7,0,0,0,0,0,0,0,39,0,37,0,2,1
73,102,175,147,1774,30,2,3,6,7,8,4,4,1,0,0,2,1,0,8,0,7,1,0,2
71,73,144,99,888,12,0,0,2,7,1,2,3,0,1,0,0,2,0,4,0,4,0,0,2
4171,4682,8853,7881,77921,1245,62,60,240,430,172,281,68,15,29,12,7,2,3,558,65,461,2,30,1
90,6,96,108,664,12,0,0,1,8,2,1,0,0,0,0,0,0,0,5,0,4,1,0,1
1571,589,2160,2620,24202,717,117,93,104,245,45,113,35,0,19,1,13,2,0,206,47,149,1,9,1
65,0,65,101,605,5,0,0,0,4,1,0,0,0,0,0,0,0,0,8,0,8,0,0,1
146,139,285,250,2312,32,1,0,5,13,2,11,0,0,0,0,0,0,0,16,2,14,0,0,2
305,45,350,236,2203,12,0,0,8,2,0,2,0,0,0,0,0,0,0,8,0,7,0,1,1
